,Unnamed: 0,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,ind,sensor_type,activity_type,activity_code,subject_id,notes,recording_id
0,0,1695833512708,-0.59033203,0.12786865,0.90667725,-8.734375,-11.65625,-10.671875,0,,,-1,,,Respeck_s2090495_Lying down back_Laughing_trimmed_27-09-2023_17-10-46
1,1,1695833512748,-0.8293457,0.07904053,0.7938843,8.59375,-5.359375,-7.296875,1,,,-1,,,Respeck_s2090495_Lying down back_Laughing_trimmed_27-09-2023_17-10-46
2,2,1695833512788,-0.7248535,0.11273193,0.6691284,-8.046875,-2.4375,-7.765625,2,,,-1,,,Respeck_s2090495_Lying down back_Laughing_trimmed_27-09-2023_17-10-46
3,3,1695833512828,-0.66308594,0.11639404,0.72772217,-2.5,0.609375,-1.53125,3,,,-1,,,Respeck_s2090495_Lying down back_Laughing_trimmed_27-09-2023_17-10-46
4,4,1695833512868,-0.6906738,0.042907715,0.7494507,-4.640625,-0.28125,2.109375,4,,,-1,,,Respeck_s2090495_Lying down back_Laughing_trimmed_27-09-2023_17-10-46
5,5,1695833512908,-0.7155762,0.02508545,0.78411865,-1.0625,-2.265625,1.125,5,,,-1,,,Respeck_s2090495_Lying down back_Laughing_trimmed_27-09-2023_17-10-46
6,6,1695833512948,-0.71435547,0.059753418,0.7201538,6.8125,-2.1875,0.484375,6,,,-1,,,Respeck_s2090495_Lying down back_Laughing_trimmed_27-09-2023_17-10-46
7,7,1695833512988,-0.6748047,0.07684326,0.67889404,2.328125,0.40625,0.65625,7,,,-1,,,Respeck_s2090495_Lying down back_Laughing_trimmed_27-09-2023_17-10-46
8,8,1695833513028,-0.66796875,0.14471436,0.7440796,-7.609375,1.765625,-1.25,8,,,-1,,,Respeck_s2090495_Lying down back_Laughing_trimmed_27-09-2023_17-10-46
9,9,1695833513068,-0.74316406,0.14837646,0.7572632,0.125,-1.78125,-0.625,9,,,-1,,,Respeck_s2090495_Lying down back_Laughing_trimmed_27-09-2023_17-10-46
10,10,1695833513108,-0.6862793,0.09295654,0.71673584,-1.0,-0.953125,-0.625,10,,,-1,,,Respeck_s2090495_Lying down back_Laughing_trimmed_27-09-2023_17-10-46
11,11,1695833513148,-0.6804199,0.066589355,0.71795654,1.234375,0.703125,0.265625,11,,,-1,,,Respeck_s2090495_Lying down back_Laughing_trimmed_27-09-2023_17-10-46
12,12,1695833513188,-0.68066406,0.04510498,0.73846436,0.671875,-0.34375,2.203125,12,,,-1,,,Respeck_s2090495_Lying down back_Laughing_trimmed_27-09-2023_17-10-46
13,13,1695833513228,-0.67529297,0.039733887,0.6967163,-4.453125,0.375,0.65625,13,,,-1,,,Respeck_s2090495_Lying down back_Laughing_trimmed_27-09-2023_17-10-46
14,14,1695833513268,-0.685791,0.13348389,0.76605225,-3.296875,-2.140625,-3.625,14,,,-1,,,Respeck_s2090495_Lying down back_Laughing_trimmed_27-09-2023_17-10-46
15,15,1695833513308,-0.7265625,0.12860107,0.727478,0.34375,-2.28125,-2.28125,15,,,-1,,,Respeck_s2090495_Lying down back_Laughing_trimmed_27-09-2023_17-10-46
16,16,1695833513348,-0.7019043,0.11566162,0.7218628,-0.0625,0.359375,-0.59375,16,,,-1,,,Respeck_s2090495_Lying down back_Laughing_trimmed_27-09-2023_17-10-46
17,17,1695833513388,-0.6906738,0.08465576,0.7218628,2.28125,0.875,1.78125,17,,,-1,,,Respeck_s2090495_Lying down back_Laughing_trimmed_27-09-2023_17-10-46
18,18,1695833513428,-0.70996094,0.053894043,0.789978,4.40625,-0.625,4.703125,18,,,-1,,,Respeck_s2090495_Lying down back_Laughing_trimmed_27-09-2023_17-10-46
19,19,1695833513468,-0.76342773,0.024841309,0.7753296,12.15625,-1.671875,11.046875,19,,,-1,,,Respeck_s2090495_Lying down back_Laughing_trimmed_27-09-2023_17-10-46
20,20,1695833513508,-0.69873047,0.039978027,0.77215576,5.859375,6.828125,6.96875,20,,,-1,,,Respeck_s2090495_Lying down back_Laughing_trimmed_27-09-2023_17-10-46
21,21,1695833513548,-0.6479492,0.0067749023,0.67352295,-6.234375,11.234375,1.828125,21,,,-1,,,Respeck_s2090495_Lying down back_Laughing_trimmed_27-09-2023_17-10-46
22,22,1695833513588,-0.6381836,0.12420654,0.70892334,-7.90625,2.453125,-3.75,22,,,-1,,,Respeck_s2090495_Lying down back_Laughing_trimmed_27-09-2023_17-10-46
23,23,1695833513628,-0.642334,0.1251831,0.72528076,1.53125,0.265625,-3.890625,23,,,-1,,,Respeck_s2090495_Lying down back_Laughing_trimmed_27-09-2023_17-10-46
