,Unnamed: 0,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,ind,sensor_type,activity_type,activity_code,subject_id,notes,recording_id
0,0,1695832322893,-0.123535156,-0.07354736,-0.9898071,-0.5625,-0.484375,-0.109375,0,,,-1,,,Respeck_s2090495_Lying down on left_Hyperventilating_trimmed_27-09-2023_17-32-43
1,1,1695832322933,-0.125,-0.070129395,-0.9932251,-0.46875,-0.296875,-0.171875,1,,,-1,,,Respeck_s2090495_Lying down on left_Hyperventilating_trimmed_27-09-2023_17-32-43
2,2,1695832322973,-0.12060547,-0.07965088,-0.9990845,-0.515625,-0.421875,-0.21875,2,,,-1,,,Respeck_s2090495_Lying down on left_Hyperventilating_trimmed_27-09-2023_17-32-43
3,3,1695832323013,-0.12133789,-0.073791504,-0.991272,-0.546875,-0.484375,-0.0625,3,,,-1,,,Respeck_s2090495_Lying down on left_Hyperventilating_trimmed_27-09-2023_17-32-43
4,4,1695832323053,-0.12939453,-0.07208252,-0.99835205,-0.46875,-0.515625,-0.046875,4,,,-1,,,Respeck_s2090495_Lying down on left_Hyperventilating_trimmed_27-09-2023_17-32-43
5,5,1695832323093,-0.1237793,-0.06964111,-0.99420166,-0.8125,-0.328125,-0.234375,5,,,-1,,,Respeck_s2090495_Lying down on left_Hyperventilating_trimmed_27-09-2023_17-32-43
6,6,1695832323133,-0.122558594,-0.074523926,-0.99468994,-0.734375,-0.03125,-0.078125,6,,,-1,,,Respeck_s2090495_Lying down on left_Hyperventilating_trimmed_27-09-2023_17-32-43
7,7,1695832323173,-0.12475586,-0.074279785,-1.003479,-0.625,0.015625,-0.234375,7,,,-1,,,Respeck_s2090495_Lying down on left_Hyperventilating_trimmed_27-09-2023_17-32-43
8,8,1695832323213,-0.12524414,-0.07305908,-0.9902954,-0.328125,0.203125,-0.171875,8,,,-1,,,Respeck_s2090495_Lying down on left_Hyperventilating_trimmed_27-09-2023_17-32-43
9,9,1695832323253,-0.1262207,-0.07110596,-0.99542236,-0.296875,0.6875,-0.28125,9,,,-1,,,Respeck_s2090495_Lying down on left_Hyperventilating_trimmed_27-09-2023_17-32-43
10,10,1695832323293,-0.12695312,-0.07672119,-0.991272,-0.078125,-0.046875,-0.234375,10,,,-1,,,Respeck_s2090495_Lying down on left_Hyperventilating_trimmed_27-09-2023_17-32-43
11,11,1695832323333,-0.1315918,-0.074523926,-0.9981079,-0.265625,0.265625,-0.3125,11,,,-1,,,Respeck_s2090495_Lying down on left_Hyperventilating_trimmed_27-09-2023_17-32-43
12,12,1695832323373,-0.12524414,-0.07745361,-0.99591064,-0.125,-0.09375,-0.328125,12,,,-1,,,Respeck_s2090495_Lying down on left_Hyperventilating_trimmed_27-09-2023_17-32-43
13,13,1695832323413,-0.12524414,-0.06402588,-0.9985962,-0.375,-0.40625,-0.265625,13,,,-1,,,Respeck_s2090495_Lying down on left_Hyperventilating_trimmed_27-09-2023_17-32-43
14,14,1695832323453,-0.12402344,-0.06793213,-0.9961548,-0.375,-0.40625,-0.171875,14,,,-1,,,Respeck_s2090495_Lying down on left_Hyperventilating_trimmed_27-09-2023_17-32-43
15,15,1695832323493,-0.12890625,-0.07330322,-0.9937134,-0.46875,-0.96875,0.109375,15,,,-1,,,Respeck_s2090495_Lying down on left_Hyperventilating_trimmed_27-09-2023_17-32-43
16,16,1695832323533,-0.12890625,-0.07696533,-0.987854,-0.28125,-0.96875,0.03125,16,,,-1,,,Respeck_s2090495_Lying down on left_Hyperventilating_trimmed_27-09-2023_17-32-43
17,17,1695832323573,-0.12597656,-0.06768799,-0.9937134,-0.28125,-1.375,0.21875,17,,,-1,,,Respeck_s2090495_Lying down on left_Hyperventilating_trimmed_27-09-2023_17-32-43
18,18,1695832323613,-0.12524414,-0.070129395,-0.9956665,-0.4375,-1.125,-0.03125,18,,,-1,,,Respeck_s2090495_Lying down on left_Hyperventilating_trimmed_27-09-2023_17-32-43
19,19,1695832323653,-0.12792969,-0.070373535,-1.0039673,-0.546875,-0.921875,0.03125,19,,,-1,,,Respeck_s2090495_Lying down on left_Hyperventilating_trimmed_27-09-2023_17-32-43
20,20,1695832323693,-0.12524414,-0.06915283,-0.9990845,-0.265625,-0.359375,-0.09375,20,,,-1,,,Respeck_s2090495_Lying down on left_Hyperventilating_trimmed_27-09-2023_17-32-43
21,21,1695832323733,-0.119384766,-0.07159424,-0.99298096,-0.359375,-0.3125,-0.09375,21,,,-1,,,Respeck_s2090495_Lying down on left_Hyperventilating_trimmed_27-09-2023_17-32-43
22,22,1695832323773,-0.12817383,-0.07305908,-0.9961548,-0.484375,-0.140625,-0.03125,22,,,-1,,,Respeck_s2090495_Lying down on left_Hyperventilating_trimmed_27-09-2023_17-32-43
23,23,1695832323813,-0.12939453,-0.074279785,-0.99176025,-0.3125,-0.375,-0.15625,23,,,-1,,,Respeck_s2090495_Lying down on left_Hyperventilating_trimmed_27-09-2023_17-32-43
24,24,1695832323853,-0.1184082,-0.074035645,-0.99835205,-0.453125,-0.484375,-0.109375,24,,,-1,,,Respeck_s2090495_Lying down on left_Hyperventilating_trimmed_27-09-2023_17-32-43
25,25,1695832323893,-0.12841797,-0.065979004,-0.9956665,-0.625,-0.59375,0.09375,25,,,-1,,,Respeck_s2090495_Lying down on left_Hyperventilating_trimmed_27-09-2023_17-32-43
26,26,1695832323933,-0.12646484,-0.06329346,-0.9932251,-0.46875,-0.21875,-0.234375,26,,,-1,,,Respeck_s2090495_Lying down on left_Hyperventilating_trimmed_27-09-2023_17-32-43
27,27,1695832323973,-0.12866211,-0.07232666,-0.9968872,-0.640625,-0.375,-0.234375,27,,,-1,,,Respeck_s2090495_Lying down on left_Hyperventilating_trimmed_27-09-2023_17-32-43
28,28,1695832324013,-0.123291016,-0.07330322,-0.99835205,-0.71875,0.140625,-0.203125,28,,,-1,,,Respeck_s2090495_Lying down on left_Hyperventilating_trimmed_27-09-2023_17-32-43
29,29,1695832324053,-0.12548828,-0.07550049,-1.000061,-0.78125,-0.171875,-0.3125,29,,,-1,,,Respeck_s2090495_Lying down on left_Hyperventilating_trimmed_27-09-2023_17-32-43
30,30,1695832324093,-0.12670898,-0.07281494,-0.98931885,-0.484375,0.3125,-0.171875,30,,,-1,,,Respeck_s2090495_Lying down on left_Hyperventilating_trimmed_27-09-2023_17-32-43
31,31,1695832324133,-0.12939453,-0.07183838,-0.987854,-0.375,-0.09375,-0.125,31,,,-1,,,Respeck_s2090495_Lying down on left_Hyperventilating_trimmed_27-09-2023_17-32-43
32,32,1695832324173,-0.12890625,-0.07232666,-0.9961548,-0.25,-0.625,-0.203125,32,,,-1,,,Respeck_s2090495_Lying down on left_Hyperventilating_trimmed_27-09-2023_17-32-43
33,33,1695832324213,-0.12866211,-0.074279785,-0.98760986,-0.296875,-0.046875,-0.234375,33,,,-1,,,Respeck_s2090495_Lying down on left_Hyperventilating_trimmed_27-09-2023_17-32-43
34,34,1695832324253,-0.1328125,-0.06573486,-0.99664307,-0.140625,-0.09375,-0.25,34,,,-1,,,Respeck_s2090495_Lying down on left_Hyperventilating_trimmed_27-09-2023_17-32-43
35,35,1695832324293,-0.123046875,-0.07159424,-0.9981079,0.03125,-0.5,-0.296875,35,,,-1,,,Respeck_s2090495_Lying down on left_Hyperventilating_trimmed_27-09-2023_17-32-43
36,36,1695832324333,-0.1303711,-0.069885254,-0.9956665,-0.296875,-0.5,-0.046875,36,,,-1,,,Respeck_s2090495_Lying down on left_Hyperventilating_trimmed_27-09-2023_17-32-43
