,Unnamed: 0,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,ind,sensor_type,activity_type,activity_code,subject_id,notes,recording_id
0,0,1695832218073,-0.7216797,0.1305542,0.66693115,-6.90625,-3.734375,-2.421875,0,,,-1,,,Respeck_s2090495_Lying down back_Hyperventilating_trimmed_27-09-2023_17-10-46
1,1,1695832218118,-0.7319336,0.14984131,0.6820679,-8.78125,-2.84375,-3.125,1,,,-1,,,Respeck_s2090495_Lying down back_Hyperventilating_trimmed_27-09-2023_17-10-46
2,2,1695832218148,-0.7480469,0.15545654,0.68914795,-4.828125,-1.78125,-1.34375,2,,,-1,,,Respeck_s2090495_Lying down back_Hyperventilating_trimmed_27-09-2023_17-10-46
3,3,1695832218194,-0.7553711,0.1383667,0.6564331,-4.265625,-1.328125,-0.859375,3,,,-1,,,Respeck_s2090495_Lying down back_Hyperventilating_trimmed_27-09-2023_17-10-46
4,4,1695832218268,-0.7536621,0.13665771,0.68792725,-2.125,-1.203125,-0.375,4,,,-1,,,Respeck_s2090495_Lying down back_Hyperventilating_trimmed_27-09-2023_17-10-46
5,5,1695832218271,-0.7392578,0.13983154,0.66278076,-3.0625,-0.375,-0.984375,5,,,-1,,,Respeck_s2090495_Lying down back_Hyperventilating_trimmed_27-09-2023_17-10-46
6,6,1695832218314,-0.7480469,0.16815186,0.66741943,-1.625,-0.03125,-1.015625,6,,,-1,,,Respeck_s2090495_Lying down back_Hyperventilating_trimmed_27-09-2023_17-10-46
7,7,1695832218358,-0.7441406,0.17327881,0.6742554,0.0,-0.390625,0.5,7,,,-1,,,Respeck_s2090495_Lying down back_Hyperventilating_trimmed_27-09-2023_17-10-46
8,8,1695832218388,-0.7319336,0.16571045,0.6605835,-1.453125,-0.078125,0.0,8,,,-1,,,Respeck_s2090495_Lying down back_Hyperventilating_trimmed_27-09-2023_17-10-46
9,9,1695832218434,-0.7380371,0.15765381,0.6737671,-1.625,0.953125,-0.5625,9,,,-1,,,Respeck_s2090495_Lying down back_Hyperventilating_trimmed_27-09-2023_17-10-46
10,10,1695832218479,-0.73779297,0.16790771,0.6911011,-2.34375,0.640625,-1.046875,10,,,-1,,,Respeck_s2090495_Lying down back_Hyperventilating_trimmed_27-09-2023_17-10-46
11,11,1695832218508,-0.76049805,0.15838623,0.67840576,0.625,1.59375,0.828125,11,,,-1,,,Respeck_s2090495_Lying down back_Hyperventilating_trimmed_27-09-2023_17-10-46
12,12,1695832218556,-0.74121094,0.152771,0.6725464,3.25,-0.71875,1.46875,12,,,-1,,,Respeck_s2090495_Lying down back_Hyperventilating_trimmed_27-09-2023_17-10-46
13,13,1695832218584,-0.7307129,0.15618896,0.6732788,5.296875,1.078125,1.21875,13,,,-1,,,Respeck_s2090495_Lying down back_Hyperventilating_trimmed_27-09-2023_17-10-46
14,14,1695832218628,-0.748291,0.14447021,0.6781616,5.65625,1.3125,1.6875,14,,,-1,,,Respeck_s2090495_Lying down back_Hyperventilating_trimmed_27-09-2023_17-10-46
15,15,1695832218675,-0.73217773,0.13250732,0.6835327,5.640625,2.046875,1.21875,15,,,-1,,,Respeck_s2090495_Lying down back_Hyperventilating_trimmed_27-09-2023_17-10-46
16,16,1695832218704,-0.7348633,0.14642334,0.6679077,6.890625,0.78125,2.65625,16,,,-1,,,Respeck_s2090495_Lying down back_Hyperventilating_trimmed_27-09-2023_17-10-46
17,17,1695832218749,-0.72094727,0.13372803,0.6815796,3.765625,-0.0625,0.796875,17,,,-1,,,Respeck_s2090495_Lying down back_Hyperventilating_trimmed_27-09-2023_17-10-46
18,18,1695832218823,-0.7067871,0.14691162,0.70599365,3.703125,-0.734375,0.484375,18,,,-1,,,Respeck_s2090495_Lying down back_Hyperventilating_trimmed_27-09-2023_17-10-46
19,19,1695832218825,-0.7104492,0.1395874,0.6781616,-0.578125,-1.65625,0.640625,19,,,-1,,,Respeck_s2090495_Lying down back_Hyperventilating_trimmed_27-09-2023_17-10-46
20,20,1695832218898,-0.7265625,0.11981201,0.6766968,-5.78125,-2.671875,-0.8125,20,,,-1,,,Respeck_s2090495_Lying down back_Hyperventilating_trimmed_27-09-2023_17-10-46
21,21,1695832218913,-0.7351074,0.12786865,0.67889404,-7.046875,-2.796875,-1.90625,21,,,-1,,,Respeck_s2090495_Lying down back_Hyperventilating_trimmed_27-09-2023_17-10-46
22,22,1695832218943,-0.74731445,0.1383667,0.6737671,-5.046875,-3.1875,-1.625,22,,,-1,,,Respeck_s2090495_Lying down back_Hyperventilating_trimmed_27-09-2023_17-10-46
23,23,1695832218989,-0.74316406,0.14031982,0.6737671,-5.0625,-3.359375,-1.859375,23,,,-1,,,Respeck_s2090495_Lying down back_Hyperventilating_trimmed_27-09-2023_17-10-46
24,24,1695832219034,-0.74438477,0.13031006,0.6832886,-3.59375,-0.828125,-0.484375,24,,,-1,,,Respeck_s2090495_Lying down back_Hyperventilating_trimmed_27-09-2023_17-10-46
25,25,1695832219064,-0.74902344,0.12689209,0.6691284,-3.828125,0.375,-0.484375,25,,,-1,,,Respeck_s2090495_Lying down back_Hyperventilating_trimmed_27-09-2023_17-10-46
26,26,1695832219108,-0.7507324,0.15570068,0.68865967,-1.734375,-1.859375,-0.109375,26,,,-1,,,Respeck_s2090495_Lying down back_Hyperventilating_trimmed_27-09-2023_17-10-46
27,27,1695832219154,-0.73706055,0.15447998,0.6605835,-3.359375,0.0625,-1.15625,27,,,-1,,,Respeck_s2090495_Lying down back_Hyperventilating_trimmed_27-09-2023_17-10-46
28,28,1695832219184,-0.74731445,0.16790771,0.66815186,-0.921875,-0.078125,-0.171875,28,,,-1,,,Respeck_s2090495_Lying down back_Hyperventilating_trimmed_27-09-2023_17-10-46
29,29,1695832219228,-0.72509766,0.15863037,0.6769409,-1.0,-0.625,-1.234375,29,,,-1,,,Respeck_s2090495_Lying down back_Hyperventilating_trimmed_27-09-2023_17-10-46
30,30,1695832219273,-0.74780273,0.17010498,0.67181396,-2.125,1.65625,-0.296875,30,,,-1,,,Respeck_s2090495_Lying down back_Hyperventilating_trimmed_27-09-2023_17-10-46
31,31,1695832219304,-0.7573242,0.14788818,0.6732788,0.859375,2.1875,0.53125,31,,,-1,,,Respeck_s2090495_Lying down back_Hyperventilating_trimmed_27-09-2023_17-10-46
32,32,1695832219348,-0.7714844,0.14227295,0.70184326,5.296875,1.34375,2.1875,32,,,-1,,,Respeck_s2090495_Lying down back_Hyperventilating_trimmed_27-09-2023_17-10-46
33,33,1695832219378,-0.7312012,0.13201904,0.67474365,3.46875,0.265625,0.6875,33,,,-1,,,Respeck_s2090495_Lying down back_Hyperventilating_trimmed_27-09-2023_17-10-46
34,34,1695832219424,-0.72753906,0.15472412,0.67645264,2.734375,1.125,0.109375,34,,,-1,,,Respeck_s2090495_Lying down back_Hyperventilating_trimmed_27-09-2023_17-10-46
35,35,1695832219498,-0.71899414,0.1696167,0.69989014,6.25,0.453125,2.28125,35,,,-1,,,Respeck_s2090495_Lying down back_Hyperventilating_trimmed_27-09-2023_17-10-46
36,36,1695832219500,-0.7468262,0.12713623,0.69036865,4.625,1.90625,3.015625,36,,,-1,,,Respeck_s2090495_Lying down back_Hyperventilating_trimmed_27-09-2023_17-10-46
37,37,1695832219574,-0.7141113,0.10614014,0.684021,3.21875,0.296875,-0.90625,37,,,-1,,,Respeck_s2090495_Lying down back_Hyperventilating_trimmed_27-09-2023_17-10-46
38,38,1695832219589,-0.71777344,0.13446045,0.6720581,2.984375,-1.515625,-0.125,38,,,-1,,,Respeck_s2090495_Lying down back_Hyperventilating_trimmed_27-09-2023_17-10-46
39,39,1695832219618,-0.7011719,0.1473999,0.6481323,-2.4375,-3.546875,-0.796875,39,,,-1,,,Respeck_s2090495_Lying down back_Hyperventilating_trimmed_27-09-2023_17-10-46
40,40,1695832219663,-0.72216797,0.15423584,0.666687,-5.078125,-5.09375,-0.65625,40,,,-1,,,Respeck_s2090495_Lying down back_Hyperventilating_trimmed_27-09-2023_17-10-46
41,41,1695832219709,-0.73706055,0.1449585,0.6959839,-5.90625,-1.234375,-1.171875,41,,,-1,,,Respeck_s2090495_Lying down back_Hyperventilating_trimmed_27-09-2023_17-10-46
42,42,1695832219738,-0.76660156,0.12713623,0.69696045,-2.8125,0.34375,0.4375,42,,,-1,,,Respeck_s2090495_Lying down back_Hyperventilating_trimmed_27-09-2023_17-10-46
